,name_muni,private_school_type,geometry,size,education_level_others,urban,government_level,centroid_column,x,y
209318,Porto Alegre,Particular,POINT (-51.16822 -30.01036),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.16822 -30.01036),-51.16822,-30.01036
210057,Porto Alegre,Comunitária,POINT (-51.1698011588305 -30.0129436003044),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1698011588305 -30.0129436003044),-51.1698011588305,-30.0129436003044
210058,Porto Alegre,Particular,POINT (-51.2148333 -30.0276986),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2148333 -30.0276986),-51.2148333,-30.0276986
210059,Porto Alegre,Particular,POINT (-51.21136 -30.02429),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21136 -30.02429),-51.21136,-30.02429
210060,Porto Alegre,Particular,POINT (-51.19684 -30.02616),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19684 -30.02616),-51.19684,-30.02616
210061,Porto Alegre,Particular,POINT (-51.17927 -30.02892),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.17927 -30.02892),-51.17927,-30.02892
210063,Porto Alegre,Particular,POINT (-51.1844 -30.00722),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1844 -30.00722),-51.1844,-30.00722
210065,Porto Alegre,Comunitária,POINT (-51.2029904 -30.0077609),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2029904 -30.0077609),-51.2029904,-30.0077609
210066,Porto Alegre,Particular,POINT (-51.21981 -30.15219),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.21981 -30.15219),-51.21981,-30.15219
210067,Porto Alegre,Particular,POINT (-51.09094 -30.00291),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.09094 -30.00291),-51.09094,-30.00291
210068,Porto Alegre,Particular,POINT (-51.18935 -30.00821),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.18935 -30.00821),-51.18935,-30.00821
210069,Porto Alegre,Comunitária,POINT (-51.1204425 -30.0346502),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1204425 -30.0346502),-51.1204425,-30.0346502
210070,Porto Alegre,Comunitária,POINT (-51.1254014 -30.2057506),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1254014 -30.2057506),-51.1254014,-30.2057506
210071,Porto Alegre,Comunitária,POINT (-51.1968993 -29.9795098),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1968993 -29.9795098),-51.1968993,-29.9795098
210072,Porto Alegre,Comunitária,POINT (-51.1198856 -30.036146),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1198856 -30.036146),-51.1198856,-30.036146
210074,Porto Alegre,Particular,POINT (-51.13177 -29.9873),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13177 -29.9873),-51.13177,-29.9873
210075,Porto Alegre,Confessional,POINT (-51.246815 -30.1175854),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.246815 -30.1175854),-51.246815,-30.1175854
210078,Porto Alegre,Particular,POINT (-51.18202 -30.03324),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18202 -30.03324),-51.18202,-30.03324
210080,Porto Alegre,Filantrópica,POINT (-51.24928 -30.10307),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.24928 -30.10307),-51.24928,-30.10307
210089,Porto Alegre,Particular,POINT (-51.11033 -30.01468),Entre 201 e 500 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.11033 -30.01468),-51.11033,-30.01468
210091,Porto Alegre,Particular,POINT (-51.22603 -30.0295),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22603 -30.0295),-51.22603,-30.0295
210195,Porto Alegre,Particular,POINT (-51.22788 -30.13635),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22788 -30.13635),-51.22788,-30.13635
210198,Porto Alegre,Particular,POINT (-51.09562 -30.00235),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.09562 -30.00235),-51.09562,-30.00235
210218,Porto Alegre,Particular,POINT (-51.14572 -30.04462),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14572 -30.04462),-51.14572,-30.04462
210225,Porto Alegre,Particular,POINT (-51.15336 -30.01111),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.15336 -30.01111),-51.15336,-30.01111
210226,Porto Alegre,Particular,POINT (-51.15918 -30.01988),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15918 -30.01988),-51.15918,-30.01988
210228,Porto Alegre,Não Informado,POINT (-51.17516 -30.02449),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.17516 -30.02449),-51.17516,-30.02449
210230,Porto Alegre,Particular,POINT (-51.14422 -30.00911),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.14422 -30.00911),-51.14422,-30.00911
210231,Porto Alegre,Particular,POINT (-51.20141 -30.04201),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20141 -30.04201),-51.20141,-30.04201
210296,Porto Alegre,Particular,POINT (-51.13802 -30.1485),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.13802 -30.1485),-51.13802,-30.1485
210297,Porto Alegre,Comunitária,POINT (-51.2536194 -30.1209063),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2536194 -30.1209063),-51.2536194,-30.1209063
210298,Porto Alegre,Não Informado,POINT (-51.1278913 -30.1454329),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1278913 -30.1454329),-51.1278913,-30.1454329
210299,Porto Alegre,Comunitária,POINT (-51.2326802 -30.0714371),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2326802 -30.0714371),-51.2326802,-30.0714371
210300,Porto Alegre,Comunitária,POINT (-51.2310059 -30.1171493),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2310059 -30.1171493),-51.2310059,-30.1171493
210317,Porto Alegre,Não Informado,POINT (-51.22587 -30.03214),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.22587 -30.03214),-51.22587,-30.03214
210428,Porto Alegre,Comunitária,POINT (-51.1274484 -30.1463368),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1274484 -30.1463368),-51.1274484,-30.1463368
210429,Porto Alegre,Comunitária,POINT (-51.2309733 -30.0852314),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2309733 -30.0852314),-51.2309733,-30.0852314
210430,Porto Alegre,Particular,POINT (-51.25166 -30.11224),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.25166 -30.11224),-51.25166,-30.11224
210431,Porto Alegre,Particular,POINT (-51.17195 -30.04812),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.17195 -30.04812),-51.17195,-30.04812
210432,Porto Alegre,Particular,POINT (-51.1556507 -30.0160654),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1556507 -30.0160654),-51.1556507,-30.0160654
210433,Porto Alegre,Não Informado,POINT (-51.234 -30.03372),,,Urbana,Privada,POINT (-51.234 -30.03372),-51.234,-30.03372
210434,Porto Alegre,Particular,POINT (-51.24728 -30.11341),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.24728 -30.11341),-51.24728,-30.11341
210440,Porto Alegre,Particular,POINT (-51.20811 -30.02422),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20811 -30.02422),-51.20811,-30.02422
210444,Porto Alegre,Particular,POINT (-51.17849 -30.00752),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17849 -30.00752),-51.17849,-30.00752
210476,Porto Alegre,Particular,POINT (-51.20281 -30.0754),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.20281 -30.0754),-51.20281,-30.0754
210541,Porto Alegre,Comunitária,POINT (-51.1667806 -30.1129821),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1667806 -30.1129821),-51.1667806,-30.1129821
210542,Porto Alegre,Comunitária,POINT (-51.1410318 -30.1481244),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1410318 -30.1481244),-51.1410318,-30.1481244
210543,Porto Alegre,Particular,POINT (-51.23379 -30.10699),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23379 -30.10699),-51.23379,-30.10699
210544,Porto Alegre,Particular,POINT (-51.17509 -30.06736),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17509 -30.06736),-51.17509,-30.06736
210545,Porto Alegre,Particular,POINT (-51.14993 -30.01218),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14993 -30.01218),-51.14993,-30.01218
210546,Porto Alegre,Particular,POINT (-51.1518476 -30.0054108),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1518476 -30.0054108),-51.1518476,-30.0054108
210566,Porto Alegre,Particular,POINT (-51.2029085 -30.0304886),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2029085 -30.0304886),-51.2029085,-30.0304886
210567,Porto Alegre,Comunitária,POINT (-51.1517398 -30.1161468),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1517398 -30.1161468),-51.1517398,-30.1161468
210568,Porto Alegre,Particular,POINT (-51.17168 -30.06441),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17168 -30.06441),-51.17168,-30.06441
210577,Porto Alegre,Comunitária,POINT (-51.1971843 -29.9764318),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1971843 -29.9764318),-51.1971843,-29.9764318
210586,Porto Alegre,Particular,POINT (-51.15387 -30.01018),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.15387 -30.01018),-51.15387,-30.01018
210621,Porto Alegre,Particular,POINT (-51.21128 -30.03434),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.21128 -30.03434),-51.21128,-30.03434
210627,Porto Alegre,Não Informado,POINT (-51.1468 -30.01501),,,Urbana,Privada,POINT (-51.1468 -30.01501),-51.1468,-30.01501
210628,Porto Alegre,Particular,POINT (-51.2302 -30.10874),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2302 -30.10874),-51.2302,-30.10874
210629,Porto Alegre,Particular,POINT (-51.12705 -30.014),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.12705 -30.014),-51.12705,-30.014
210631,Porto Alegre,Particular,POINT (-51.22667 -30.04006),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22667 -30.04006),-51.22667,-30.04006
210632,Porto Alegre,Particular,POINT (-51.20256 -30.00438),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20256 -30.00438),-51.20256,-30.00438
210633,Porto Alegre,Particular,POINT (-51.19308 -30.01594),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19308 -30.01594),-51.19308,-30.01594
210634,Porto Alegre,Comunitária,POINT (-51.1738161 -30.1594269),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1738161 -30.1594269),-51.1738161,-30.1594269
210635,Porto Alegre,Particular,POINT (-51.25665 -30.10239),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.25665 -30.10239),-51.25665,-30.10239
210638,Porto Alegre,Particular,POINT (-51.18057 -30.0128),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18057 -30.0128),-51.18057,-30.0128
210647,Porto Alegre,Particular,POINT (-51.22064 -30.05894),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22064 -30.05894),-51.22064,-30.05894
210648,Porto Alegre,Comunitária,POINT (-51.0940974 -30.0213495),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0940974 -30.0213495),-51.0940974,-30.0213495
210649,Porto Alegre,Particular,POINT (-51.20651 -30.08296),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20651 -30.08296),-51.20651,-30.08296
210650,Porto Alegre,Particular,POINT (-51.15216 -30.0409),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15216 -30.0409),-51.15216,-30.0409
210651,Porto Alegre,Não Informado,POINT (-51.2256 -30.03054),,,Urbana,Privada,POINT (-51.2256 -30.03054),-51.2256,-30.03054
210666,Porto Alegre,Particular,POINT (-51.09526 -29.99265),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.09526 -29.99265),-51.09526,-29.99265
210678,Porto Alegre,Particular,POINT (-51.2074 -30.01814),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2074 -30.01814),-51.2074,-30.01814
210679,Porto Alegre,Particular,POINT (-51.22461 -30.05976),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22461 -30.05976),-51.22461,-30.05976
210680,Porto Alegre,Particular,POINT (-51.23249 -30.09996),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23249 -30.09996),-51.23249,-30.09996
210681,Porto Alegre,Particular,POINT (-51.23853 -30.12803),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23853 -30.12803),-51.23853,-30.12803
210682,Porto Alegre,Não Informado,POINT (-51.17896 -30.0429),,,Urbana,Privada,POINT (-51.17896 -30.0429),-51.17896,-30.0429
210683,Porto Alegre,Particular,POINT (-51.20724 -30.0722),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20724 -30.0722),-51.20724,-30.0722
210691,Porto Alegre,Particular,POINT (-51.18955 -30.02952),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18955 -30.02952),-51.18955,-30.02952
210726,Porto Alegre,Particular,POINT (-51.15468 -30.0186),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15468 -30.0186),-51.15468,-30.0186
210727,Porto Alegre,Particular,POINT (-51.19481 -30.02422),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19481 -30.02422),-51.19481,-30.02422
210728,Porto Alegre,Particular,POINT (-51.2288956 -30.0944745),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2288956 -30.0944745),-51.2288956,-30.0944745
210729,Porto Alegre,Particular,POINT (-51.19513 -30.01914),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19513 -30.01914),-51.19513,-30.01914
210730,Porto Alegre,Não Informado,POINT (-51.17849 -30.00679),,,Urbana,Privada,POINT (-51.17849 -30.00679),-51.17849,-30.00679
210731,Porto Alegre,Comunitária,POINT (-51.2163832 -30.0680609),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2163832 -30.0680609),-51.2163832,-30.0680609
210732,Porto Alegre,Particular,POINT (-51.17836 -30.02231),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.17836 -30.02231),-51.17836,-30.02231
210733,Porto Alegre,Particular,POINT (-51.13258 -30.0115),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13258 -30.0115),-51.13258,-30.0115
210734,Porto Alegre,Particular,POINT (-51.2494953 -30.1102949),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2494953 -30.1102949),-51.2494953,-30.1102949
210735,Porto Alegre,Particular,POINT (-51.23187 -30.10319),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23187 -30.10319),-51.23187,-30.10319
210755,Porto Alegre,Filantrópica,POINT (-51.1604 -30.0588),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1604 -30.0588),-51.1604,-30.0588
210759,Porto Alegre,Particular,POINT (-51.19523 -30.021),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.19523 -30.021),-51.19523,-30.021
210760,Porto Alegre,Particular,POINT (-51.13367 -29.98433),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13367 -29.98433),-51.13367,-29.98433
210761,Porto Alegre,Particular,POINT (-51.13996 -30.15015),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13996 -30.15015),-51.13996,-30.15015
210762,Porto Alegre,Particular,POINT (-51.21097 -30.12615),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21097 -30.12615),-51.21097,-30.12615
210763,Porto Alegre,Comunitária,POINT (-51.1004217 -29.988499),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1004217 -29.988499),-51.1004217,-29.988499
210764,Porto Alegre,Comunitária,POINT (-51.1986998 -29.9802828),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1986998 -29.9802828),-51.1986998,-29.9802828
210765,Porto Alegre,Não Informado,POINT (-51.0979019 -29.9931935),,,Urbana,Privada,POINT (-51.0979019 -29.9931935),-51.0979019,-29.9931935
210766,Porto Alegre,Particular,POINT (-51.14758 -30.15044),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14758 -30.15044),-51.14758,-30.15044
210767,Porto Alegre,Particular,POINT (-51.10778 -29.99013),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.10778 -29.99013),-51.10778,-29.99013
210768,Porto Alegre,Comunitária,POINT (-51.1419456 -30.1665004),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1419456 -30.1665004),-51.1419456,-30.1665004
210769,Porto Alegre,Particular,POINT (-51.10908 -30.02176),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.10908 -30.02176),-51.10908,-30.02176
210770,Porto Alegre,Particular,POINT (-51.14315 -30.0121),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14315 -30.0121),-51.14315,-30.0121
210771,Porto Alegre,Particular,POINT (-51.149 -30.01796),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.149 -30.01796),-51.149,-30.01796
210772,Porto Alegre,Comunitária,POINT (-51.2109004 -30.0510306),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2109004 -30.0510306),-51.2109004,-30.0510306
210773,Porto Alegre,Comunitária,POINT (-51.1315005 -29.9806262),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1315005 -29.9806262),-51.1315005,-29.9806262
210774,Porto Alegre,Particular,POINT (-51.13422 -30.0106),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13422 -30.0106),-51.13422,-30.0106
210775,Porto Alegre,Comunitária,POINT (-51.1970952 -29.9878149),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1970952 -29.9878149),-51.1970952,-29.9878149
210776,Porto Alegre,Particular,POINT (-51.1417629868082 -30.0433532874266),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.1417629868082 -30.0433532874266),-51.1417629868082,-30.0433532874266
210777,Porto Alegre,Particular,POINT (-51.1804 -30.03481),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1804 -30.03481),-51.1804,-30.03481
210778,Porto Alegre,Particular,POINT (-51.16668 -30.0438),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16668 -30.0438),-51.16668,-30.0438
210779,Porto Alegre,Comunitária,POINT (-51.1346763 -30.1522173),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1346763 -30.1522173),-51.1346763,-30.1522173
210780,Porto Alegre,Particular,POINT (-51.22661 -30.03024),Escola sem matrícula de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.22661 -30.03024),-51.22661,-30.03024
210781,Porto Alegre,Não Informado,POINT (-51.20854 -30.07802),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.20854 -30.07802),-51.20854,-30.07802
210795,Porto Alegre,Comunitária,POINT (-51.1639748 -30.0501614),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1639748 -30.0501614),-51.1639748,-30.0501614
210841,Porto Alegre,Particular,POINT (-51.19934 -30.03682),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19934 -30.03682),-51.19934,-30.03682
210858,Porto Alegre,Particular,POINT (-51.15573 -30.01906),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15573 -30.01906),-51.15573,-30.01906
210859,Porto Alegre,Particular,POINT (-51.14933 -30.04447),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14933 -30.04447),-51.14933,-30.04447
210860,Porto Alegre,Particular,POINT (-51.1543823 -30.0247335),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1543823 -30.0247335),-51.1543823,-30.0247335
210861,Porto Alegre,Particular,POINT (-51.15124 -30.00233),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15124 -30.00233),-51.15124,-30.00233
210862,Porto Alegre,Particular,POINT (-51.12827 -29.9888),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.12827 -29.9888),-51.12827,-29.9888
210863,Porto Alegre,Não Informado,POINT (-51.22489 -30.06132),,,Urbana,Privada,POINT (-51.22489 -30.06132),-51.22489,-30.06132
210864,Porto Alegre,Particular,POINT (-51.21132 -30.03758),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21132 -30.03758),-51.21132,-30.03758
210866,Porto Alegre,Particular,POINT (-51.19971 -30.04156),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19971 -30.04156),-51.19971,-30.04156
210935,Porto Alegre,Particular,POINT (-51.19259 -30.01697),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.19259 -30.01697),-51.19259,-30.01697
210943,Porto Alegre,Particular,POINT (-51.1769011 -30.0364162),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1769011 -30.0364162),-51.1769011,-30.0364162
210944,Porto Alegre,Particular,POINT (-51.23875 -30.13058),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23875 -30.13058),-51.23875,-30.13058
210945,Porto Alegre,Particular,POINT (-51.25088 -30.10242),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.25088 -30.10242),-51.25088,-30.10242
210946,Porto Alegre,Particular,POINT (-51.14382 -30.03515),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14382 -30.03515),-51.14382,-30.03515
210947,Porto Alegre,Comunitária,POINT (-51.1746199 -30.0234088),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1746199 -30.0234088),-51.1746199,-30.0234088
210948,Porto Alegre,Comunitária,POINT (-51.1063106 -30.0421388),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1063106 -30.0421388),-51.1063106,-30.0421388
210949,Porto Alegre,Comunitária,POINT (-51.201672 -30.1196946),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.201672 -30.1196946),-51.201672,-30.1196946
210950,Porto Alegre,Comunitária,POINT (-51.1940125 -30.0515393),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1940125 -30.0515393),-51.1940125,-30.0515393
210951,Porto Alegre,Comunitária,POINT (-51.1938659 -29.9926875),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1938659 -29.9926875),-51.1938659,-29.9926875
210952,Porto Alegre,Comunitária,POINT (-51.1497217 -30.0553207),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1497217 -30.0553207),-51.1497217,-30.0553207
210953,Porto Alegre,Confessional,POINT (-51.2455313 -30.1052),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2455313 -30.1052),-51.2455313,-30.1052
210954,Porto Alegre,Particular,POINT (-51.19739 -30.05558),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.19739 -30.05558),-51.19739,-30.05558
210955,Porto Alegre,Não Informado,POINT (-51.152262 -30.063517),Até 50 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.152262 -30.063517),-51.152262,-30.063517
210957,Porto Alegre,Comunitária,POINT (-51.087908 -30.2388438),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.087908 -30.2388438),-51.087908,-30.2388438
210999,Porto Alegre,Particular,POINT (-51.1738 -30.02384),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1738 -30.02384),-51.1738,-30.02384
211025,Porto Alegre,Particular,POINT (-51.16869 -30.05713),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.16869 -30.05713),-51.16869,-30.05713
211026,Porto Alegre,Particular,POINT (-51.19295 -30.01599),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.19295 -30.01599),-51.19295,-30.01599
211028,Porto Alegre,Particular,POINT (-51.22252 -30.02794),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.22252 -30.02794),-51.22252,-30.02794
211029,Porto Alegre,Não Informado,POINT (-51.21985 -30.02559),,,Urbana,Privada,POINT (-51.21985 -30.02559),-51.21985,-30.02559
211036,Porto Alegre,Particular,POINT (-51.20904 -30.04865),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.20904 -30.04865),-51.20904,-30.04865
211052,Porto Alegre,Comunitária,POINT (-51.1832874 -30.0700604),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1832874 -30.0700604),-51.1832874,-30.0700604
211053,Porto Alegre,Comunitária,POINT (-51.13614188 -30.09725492),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.13614188 -30.09725492),-51.13614188,-30.09725492
211054,Porto Alegre,Particular,POINT (-51.21311 -30.07578),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21311 -30.07578),-51.21311,-30.07578
211055,Porto Alegre,Comunitária,POINT (-51.2164041 -30.0679307),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2164041 -30.0679307),-51.2164041,-30.0679307
211060,Porto Alegre,Comunitária,POINT (-51.1565639544278 -30.0095709320158),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1565639544278 -30.0095709320158),-51.1565639544278,-30.0095709320158
211061,Porto Alegre,Comunitária,POINT (-51.1370665 -30.1557883),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1370665 -30.1557883),-51.1370665,-30.1557883
211074,Porto Alegre,Particular,POINT (-51.19838 -30.15997),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.19838 -30.15997),-51.19838,-30.15997
211075,Porto Alegre,Particular,POINT (-51.12991 -30.00656),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.12991 -30.00656),-51.12991,-30.00656
211079,Porto Alegre,Comunitária,POINT (-51.2135073 -30.0176651),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2135073 -30.0176651),-51.2135073,-30.0176651
211080,Porto Alegre,Comunitária,POINT (-51.1940292 -30.0515947),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1940292 -30.0515947),-51.1940292,-30.0515947
211081,Porto Alegre,Comunitária,POINT (-51.1142777 -30.0080712),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1142777 -30.0080712),-51.1142777,-30.0080712
